100 12.5 12.5 12.5 12.5 18.8
1000 140.0 125.0 112.5 113.3 100.0
10000 100.0 106.2 100.0 106.2 106.2
100000 93.3 113.3 100.0 100.0 106.7
1000000 113.3 106.2 106.2 113.3 112.5
