100 0.372 6.289 25.646 22.491 55.372
1000 0.228 3.600 9.229 11.221 13.860
10000 0.114 2.306 5.743 9.529 11.687
100000 0.134 2.835 6.956 11.973 15.080
1000000 0.139 2.762 7.196 11.293 14.207
