100 3946.70 6115.46 4944.62 3177.10 4210.46
1000 4106.01 13959.62 12019.23 10546.03 4531.88
10000 4532.90 17735.73 17756.49 17357.25 15732.77
100000 4981.58 20743.97 20631.47 19997.88 20133.65
1000000 5026.51 17994.82 18242.16 17715.74 17890.19
