100 851.12 1017.85 1046.53 1031.29 989.09
1000 1238.24 1313.05 1508.85 1541.05 1515.28
10000 2163.08 2155.12 2089.33 2064.89 2114.25
100000 1297.85 1630.61 1905.21 1838.19 1631.29
1000000 1659.52 1722.93 1761.21 1667.82 1740.82
